EAN;Descripción;Provincia;Precio
7790070509116;Nobleza Gaucha Suave x1kg SIN TACC;Chaco;406,60
7790070342010;Favorita Spaghetti Hierro 20x500g;Chaco;64,20
7790070342027;Favorita Tallarin Hierro 20x500g;Chaco;64,20
7790070342034;Favorita Tirabuzón Hierro 15x500g;Chaco;64,20
7790070035141;Lucchetti Acelga 450g;Chaco;246,10
7790070035080;Espinaca Lucchetti 400 Gr;Chaco;217,93
7790070031587;Suprema de Pollo de Espinaca y Queso Granja del Sol 400 Gr;Chaco;452,21
7790070507327;Favorita Leudante con Hierro;Chaco;107,00
7790070419125;Exquisita Helado Chocolate 6x15x55g;Chaco;70,94
7790070508553;Salus Limon y menta;Chaco;303,24
7790070508546;Salus Hierbas Serranas;Chaco;303,24
7790070417282;Favorita Bizcochuelo Vainilla 12X450G.;Chaco;160,50
7790070417299;Favorita Bizcochuelo Chocolate 12X450G.;Chaco;171,31
7790070342041;Favorita Mostachol Hierro 15x500g;Chaco;64,20
7790070342058;Favorita Codito Hierro 15x500g;Chaco;64,20
7790070342065;Favorita Dedalito Hierro 15x500g;Chaco;64,20
7790070320940;Fajitas Lucchetti 280 g;Chaco;203,30
7790070621542;Favorita tapas de empanadas VIT x12 x 300g hojaldre;Chaco;112,35
7790070621535;Favorita tapas de empanadas VIT x12 x 300g criolla;Chaco;112,35
7790070621566;Favorita Pascualina hojaldre VIT x 400g;Chaco;123,05
7790070621559;Favorita Pascualina criolla VIT x 400g;Chaco;123,05
7790070035509;Formitas de Pollo Lucchetti 350 Gr;Chaco;306,95
7790070321855;Fideos Tirabuzón sin TACC Matarazzo 500 Gr;Chaco;275,44
7790070321862;Fideos Penne Rigate Mix Legumbres Matarazzo 500 Gr;Chaco;281,17
7790236000570;Raviolitos 4 Quesos La Salteña 300 Gr;Chaco;153,89
7790070936639;Café Instantáneo Fuerte Richmond Frasco 150 Gr;Chaco;449,40
7790070411716;Arroz Gallo Oro 1 Kg;Chaco;170,25
7790070411808;Arroz Parbolizado Lucchetti 1 Kg;Chaco;147,61
7790070936479;Café Instantáneo Selección Arlistan 170 Gr;Chaco;412,21
7790070507099;Yerba Mate con Palo Ecopack Cruz de Malta 500 Gr;Chaco;240,40
7790070318640;Fideos Spaghetti Matarazzo 500 Gr;Chaco;85,30
7790236001270;Tapas Pascualina Criolla La Salteña 2 Un 400 Gr;Chaco;99,66
7790070321312;Fideos Tallarín Don Felipe 500 Gr;Chaco;80,25
7790070321329;Fideos Spaghetti Don Felipe 500 Gr;Chaco;80,25
7790070321336;Don Felipe By Terrabusi Tirabuzón 15x500 g;Chaco;80,25
7790070321343;Fideos Mostacholes Don Felipe 500 Gr;Chaco;80,25
7790070318329;Fideos Tirabuzones Lucchetti 500 Gr;Chaco;70,67
77905321;Don Felipe Tallarín 20x500g;Chaco;116,63
7794600009251;Fideos Mostacholes Rayados Don Felipe 500 Gr;Chaco;116,63
7794600000333;Fideos Tirabuzones al Huevo Don Felipe 500 Gr;Chaco;116,63
7798090852632;Vino Blanco Chardonnay Aime 750 Ml;Chaco;429,23
7798090852502;Vino Blanco Dulce Natural Aime 750 Cc;Chaco;429,23
7798090852649;Vino Rose Aime 750 Ml;Chaco;429,23
7798090852533;Vino Tinto Malbec Aimé 750 Cc;Chaco;429,23
7798090852526;Vino Tinto Cabernet Sauvignion Aimé 750 Cc;Chaco;429,23
7798090852519;Vino Red Blend Aimé 750 Cc;Chaco;429,23
7790070509123;Chamigo x 500 SIN TACC;Chaco;192,60
7790070413574;Favorita Pan Rallado 20x450g;Chaco;90,95
7790070413581;Favorita Pan Rallado 12x900g;Chaco;165,85
7790070413598;Favorita Rebozador x450g;Chaco;90,95
7790070413604;Favorita Rebozador x 900g;Chaco;165,85
7790060009329;Aceite de Oliva Comestible Cocinero 500 Ml;Chaco;391,44
7790070411860;Arroz Largo Fino Gallo 1000gr;Chaco;114,55
7790070506917;Harina 000 con Vitamina B6 y B12 Blancaflor 1 Kg;Chaco;66,88
7790070318992;Canale Spaguetti x 500 grs;Chaco;50,83
7500435168656;Pañales Descartables Descartables Supersec Talle G Pampers 22 un;Chaco;444,03
7500435168663;Pañales Descartables Descartables Supersec Talle M Pampers 26 un;Chaco;444,03
7500435168670;Pañales Descartables Descartables Supersec Talle P Pampers 30 un;Chaco;486,96
7500435168649;Pañales Descartables Descartables Supersec Talle XG Pampers 18 un;Chaco;444,03
7500435168632;Pañales Descartables Descartables Supersec Talle XXG Pampers 16 un;Chaco;444,03
7500435004718;Jabón Líquido para Ropa Botella Ace 800 ml;Chaco;205,64
7500435156318;Jabón Líquido para Ropa Para Ropa con Downy Doypack Ace 800 ml;Chaco;171,16
7500435200189;Jabón Líquido para Ropa Para Ropa con Downy Doypack Ace 800 ml;Chaco;171,16
7500435139861;Jabón Líquido para Ropa Para Ropa Doypack Ace 1400 ml;Chaco;279,79
7500435183918;Lavavajillas Aloe Magistral 300 cc;Chaco;164,99
7500435183925;Lavavajillas Aloe Magistral 500 cc;Chaco;274,99
7500435012515;Acondicionador Cuidado Clásico Pantene 400 ml;Chaco;351,34
7500435168229;Acondicionador Cuidado Clásico Pantene 400 ml;Chaco;351,34
3014260275143;Cartuchos Mach 3 Turbo Gillette 2 un;Chaco;494,79
3014260802189;Cepillo Dental Complete Base Oral-B 1 un;Chaco;135,06
7500435122764;Crema Dental Complete Menta Fresh Oral-B 70 un;Chaco;143,19
7702018316687;Máquina Para Afeitar Minora Plus Fg Gillette 5 un;Chaco;203,03
EAN;Descripción;Provincia;Precio
7702018983872;Máquina Para Afeitar Prestobarba 3 Cool Gillette 2 un;Chaco;291,50
7506339363883;Pasta Dental 123 Mint Oral B 70 gr;Chaco;106,48
7500435191838;Repuesto Máquina de Afeitar Venus Breeze Gillette 2 un;Chaco;682,13
7500435012669;Shampoo 2 En 1 - Con Acondicionador Pantene 400 ml;Chaco;351,34
7500435171991;Shampoo 2 En 1 - Con Acondicionador Pantene 400 ml;Chaco;351,34
7500435012539;Shampoo 2 en 1 Cuidado Clásico Max Pro V Pantene 200 ml;Chaco;234,99
7500435171984;Shampoo 2 en 1 Cuidado Clásico Max Pro V Pantene 200 ml;Chaco;234,99
7500435012485;Shampoo Cuidado Clásico Pantene 400 ml;Chaco;351,34
7500435172127;Shampoo Cuidado Clásico Pantene 400 ml;Chaco;351,34
7500435012478;Shampoo Cuidado Clásico Max Pro V Pantene 200 ml;Chaco;211,50
7500435172004;Shampoo Cuidado Clásico Max Pro V Pantene 200 ml;Chaco;211,50
7500435176262;Shampoo Fuerza Recon. Max ProV Miracles Pantene 200 ml;Chaco;262,51
7500435168465;Shampoo Fuerza Recon. Max ProV Miracles Pantene 200 ml;Chaco;262,51
7500435193146;Toallas Higiénicas p/Menstruantes Plus Seca con Alas Always 8 un;Chaco;156,35
7500435160674;Máquina Para Afeitar Prestobarba Azul Gillette 5 un;Chaco;348,10
7500435169615;Máquina Para Afeitar Prestobarba Rosa Gillette 3 un;Chaco;231,30
7500435170949;Cepillo Dental OB Complete Base Black Oral B 2 un;Chaco;374,99
7500435183895;Lavavajilla Manzana Magistral 500 ml;Chaco;250,16
7500435176194;Acondicionador Fuerza Recon. Max ProV Miracles Pantene 200 ml;Chaco;290,60
7500435168281;Acondicionador Fuerza Recon. Max ProV Miracles Pantene 200 ml;Chaco;290,60
7500435193078;Toallas Higiénicas p/Menstruantes Triple Prot. Suave Always 8 un;Chaco;186,55
3014260273903;Espuma de Afeitar Espuma de Afeitar Regular en Aerosol Foamy 322 Ml Gillette 1 un;Chaco;273,37
7500435188913;Pañales Descartables Pañal Talle Recién Nacido Confort Sec Ultra Pampers 20 Un Pampers 20 un;Chaco;500,00
7790154000829;Vino Tinto Vin Up 1 Lt;Chaco;117,77
7790154000836;Vino Blanco Vin Up 1 Lt;Chaco;121,72
7790154008368;Jugo de Manzana Del Valle 200 Ml;Chaco;48,15
7790154008375;Jugo de Naranja Del Valle 200 Ml;Chaco;48,15
7790154008351;Jugo Multifruta Del Valle 200 Ml;Chaco;48,15
7790154008344;Jugo Durazno Del Valle 200 Ml;Chaco;48,15
7790154008337;Jugo Manzana Del Valle 200 Ml;Chaco;48,15
7790154008320;Jugo Manzana Del Valle 1 L;Chaco;160,50
7790154008382;Jugo Lima Del Valle 1 L;Chaco;160,50
7791120098246;Arroz No Se Pasa Apóstoles 1kg;Chaco;107,70
7791120031557;Arroz Largo Fino 00000 Molinos Ala 1 Kg;Chaco;71,94
7791120031656;Arroz Largo Fino Apóstoles 1kg;Chaco;91,59
7791120099816;Arroz Largo Fino Molinos Ala 1 Kg;Chaco;129,00
7791120100208;Arroz Largo Fino Apóstoles 500gr;Chaco;58,92
7791120100215;Arroz No Se Pasa Ni Se Pega Apóstoles 500gr;Chaco;65,81
7791120098857;Tostada De Arroz Sin Tacc Apóstoles 150gr;Chaco;102,08
7798338290103;Leche Larga Vida Entera Uht Apóstoles 1lt;Chaco;86,94
7798338290110;Leche Larga Vida Parcialmente Descremada Uht Apóstoles 1lt;Chaco;86,94
7798338290295;Leche Larga Vida Deslactosada Apóstoles 1lt;Chaco;97,07
7798338290868;Apóstoles Descremada 0% grasa;Chaco;85,60
7790360720382;Paté de Foie Swift Lata 90 Gr;Chaco;65,08
7790360000132;Salchichas Swift 6 Un 225 Gr;Chaco;127,32
7790360970053;Salchichas Junior 190 Gr Swift 6un;Chaco;93,18
7790360026590;Hamburguesa Clásica Swift 12un;Chaco;978,37
7790360966841;Medallones De Carne 276 Gr Swift 4un;Chaco;181,13
7790360972149;Hamburguesa Kids 276 Gr Swift 4un;Chaco;295,58
7790360965127;Pate de Foi La Blanca 90 Gr;Chaco;72,76
7790360965714;Paté de Foi Tipo Provenzal Swift 85 Gr;Chaco;122,73
7790360965707;Paté Jamón Ahumado Swift 85 Gr;Chaco;134,82
7790360968548;Medallones De Carne Swift 828 Gr;Chaco;732,95
7790310984109;Papas Fritas Clásicas Lisas Pehuamar 80gr;Chaco;149,80
7790310983515;Papas Fritas Clásicas Lisas Pehuamar 145gr;Chaco;146,28
7790310984123;Papas Fritas Clásicas Lisas Pehuamar 245gr;Chaco;311,04
7790310983928;Maní Pelado Pehuamar 110 Gr;Chaco;121,39
7790310984307;Palitos Salados Pep 120 Gr;Chaco;159,72
7790310983362;Palitos Salados Clásicos Pehuamar 190gr;Chaco;152,80
7790310984352;Palitos Salados Clásicos Pehuamar 90gr;Chaco;114,44
7790310984338;Chizitos Maicitos Pehuamar 125gr;Chaco;196,34
7790310984918;Chizitos tipo Caracolito Pehuamar 110gr;Chaco;149,47
7790310984925;Chizitos tipo Caracolito Pehuamar 205gr;Chaco;249,07
7790310984437;Mini Tosaditas sabor Queso Twistos 100 Gr;Chaco;143,99
7790787004485;Yogur con frutas Entero Frutilla Ilolay 150 gr;Chaco;70,10
7790787004492;Yogur con frutas Entero Durazno Ilolay 150 gr;Chaco;70,10
7790787004744;Yogur con frutas Descremado Frutilla Ilolay 150 gr;Chaco;70,10
7790787004997;Yogur con frutas Descremado Durazno Ilolay 150 gr;Chaco;70,10
7790787006496;Dulce de Leche Clásico Maru Botana 400 gr;Chaco;131,22
7790787002580;Leche Larga Vida Entera Record 1 lt;Chaco;89,88
7790787085712;Leche Larga Vida Descremada Record 1 lt;Chaco;89,88
7790787004317;Yogur Batido Entero Frutilla Ilolay 120 gr;Chaco;45,74
7790787004355;Yogur Batido Entero Vainilla Ilolay 120 gr;Chaco;45,74
7790787004461;Yogur Batido Descremado Frutilla Ilolay 120 gr;Chaco;45,74
7790787004478;Yogur Batido Descremado Vainilla Ilolay 120 gr;Chaco;45,74
7793940305009;Leche Fresca Entera Tenor Graso 3% Armonía 1lt;Chaco;65,44
7790742330703;Leche Armonía Ultra Parcialmente Descremada 2% Sachet 1 L;Chaco;65,44
7793940306006;Leche Armonía Ultra Parcialmente Descremada 1% Sachet 1 L;Chaco;65,44
7790742357007;Leche Entera Clásica Larga Vida Cartón La Serenísima 1 Lt;Chaco;117,15
7790742357403;Leche Parcialmente Descremada Larga Vida Tenor Graso 2 % La Serenísima 1 Lt;Chaco;120,72
7790742362100;Leche Descremada Uat La Serenisima 1 Lt;Chaco;83,65
7790742436108;Leche en Polvo Entera La Serenisima 200g;Chaco;197,55
EAN;Descripción;Provincia;Precio
7790742436405;Leche en Polvo Descremada Fortificada La Serenísima 400 Gr;Chaco;364,57
7790742770301;Crema para cocinar La Serenisima 200 cc;Chaco;139,01
7790742771506;Crema de Leche La Serenísima 520 Ml;Chaco;316,73
7790742067005;Dulce de Leche Repostero La Serenísima 400 Gr;Chaco;131,98
7790742625205;Dulce de Leche Estilo Colonial La Serenísima 400 Gr;Chaco;183,95
7790742625304;Dulce de Leche Clásico La Serenísima 400 Gr;Chaco;159,91
7793940052002;Manteca Extra La Serenísima 100 Gr;Chaco;80,41
7793940054006;Manteca La Serenísima 200 Gr;Chaco;124,74
7790742102805;Ricotta Entera Garcia 500 Gr;Chaco;224,50
7790742336200;Leche Parcialmente Descremada 2% Brick Armonia 1 Lt;Chaco;90,95
7793940361005;Leche Descremada Fortificada Uat Armonia 1% 1 Lt;Chaco;90,95
7790742330109;Crema De Leche Para Cocinar Tenor Graso 20% Armonía 200cc;Chaco;102,30
7790742437600;Leche en Polvo Modificada con Vitaminas Armonía 400 grs;Chaco;382,17
7790742437501;Leche en Polvo Modificada con Vitaminas Armonía 800 grs;Chaco;718,90
7790742669001;Manteca Untable a base de Crema y Ac. Armonía 200 Gr;Chaco;196,88
7790742329103;Queso Rallado Armonía 120 Gr;Chaco;197,95
7790742332011;láctea Bebida Armonía 900cc Vainilla;Chaco;128,40
7790742332028;láctea Bebida Armonía 900cc Frutilla;Chaco;128,40
7792798007424;Cerveza Retornable Quilmes Bajo Cero 1 lt;Chaco;120,62
7792798007219;Cerveza Retornable Quilmes Bajo Cero 970 cc;Chaco;120,62
7792798000395;Cerveza Porrón Retornable Brahma 340 cc;Chaco;47,86
7792798003778;Cerveza Porrón Retornable Budweiser 340 cc;Chaco;55,23
7792798011087;Cerveza Porrón Retornable Quilmes Clásica 340 cc;Chaco;49,56
7792798007547;Cerveza Long Neck Quilmes Clásica 340 cc;Chaco;49,56
7792798005871;Cerveza Rubia en Lata Brahma 353 cc;Chaco;79,93
7792798011018;Cerveza Rubia en Lata Quilmes Clásica 354 cc;Chaco;63,56
7791813421153;Gaseosa Naranja Mirinda 1.5 lt;Chaco;81,97
7791813777045;Gaseosa Lima Limón 7up 1.5 lt;Chaco;122,66
7791813420057;Gaseosa Cola Pepsi 500 cc;Chaco;73,22
7791813421238;Gaseosa Lima Limón H2oh! 1500 cc;Chaco;125,20
7791813113102;Bebida Isotónica Cool bue Gatorade 300 cc;Chaco;72,92
7791813113300;Bebida Isotónica Frutas tropicales Gatorade 300 cc;Chaco;72,92
7791813080022;Gaseosa Pomelo Paso de los toros 500 cc;Chaco;70,82
7791813421603;Agua Saborizada Citrus con Gas H2oh! 1.5 lt;Chaco;112,81
7791813421917;Agua Saborizada Limoneto con Gas H2oh! 1.5 lt;Chaco;112,72
7791813420583;Gaseosa Lima Limón Free 7up 500 cc;Chaco;68,76
7791813421351;Gaseosa Cola Light Pepsi 1.5 lt;Chaco;140,72
7791813423386;Gaseosa Pomelo Regular Paso de los Toros 2.25 lt;Chaco;178,43
7791813421580;Gaseosa Lima Limón Free 7up 1500 cc;Chaco;155,56
7792798010486;Cerveza Porrón Retornable Quilmes 0.0% 340 cc;Chaco;49,54
7792798007738;Cerveza Botella Retornable Quilmes 1890 1 lt;Chaco;165,65
7792798001255;Cerveza Porrón Retornable Quilmes Stout 340 cc;Chaco;56,07
7792798002153;Cerveza Porrón Retornable Andes Origen Roja 340 cc;Chaco;79,28
7791813555049;Gaseosa Cola Pepsi 1.5 lt;Chaco;144,45
7790199603467;Fideos Spaghetti De Sémola De Trigo Candeal Morixe 500gr;Chaco;71,24
7790199603474;Fideos Tallarin De Sémola De Trigo Candeal Morixe 500gr;Chaco;71,24
7790199603481;Fideos Tirabuzon De Sémola De Trigo Candeal Morixe 500gr;Chaco;71,24
7790199603504;Fideos Mostachol De Sémola De Trigo Candeal Morixe 500gr;Chaco;71,24
7790199603511;Fideos Penne Rigate De Sémola De Trigo Candeal Morixe 500gr;Chaco;71,24
7790199604075;Harina 3/0 Morixe Fortivac 1kg;Chaco;62,00
7790199604082;Harina 4/0 Morixe Fortivac 1kg;Chaco;81,12
7790199604099;Harina Leudante Morixe Fortivac 1kg;Chaco;93,60
7790199603856;Harina de Trigo Integral Morixe 1 Kg;Chaco;108,76
7790199602927;Pan Rallado Morixe 10 Un 1 Kg;Chaco;165,97
7790199602941;Rebozador Morixe 10 Un 1 Kg;Chaco;165,97
7790199603320;Avena Instantanea Morixe 300 Gr;Chaco;136,89
7790199603306;Avena Tradicional Morixe 300 Gr;Chaco;136,89
7790315000149;Agua de Mesa Sin Gas Villa del Sur 1.65 lt;Chaco;88,47
7790315058706;Agua Mineral Sin Gas Bajo Sodio Ser 1.5 lt;Chaco;68,39
7798062541397;Agua Mineral Sin Gas en Bidón Villa del Sur 6.25 lt;Chaco;239,74
7798062542073;Agua Saborizada Citrus con Gas Ser 1.5 lt;Chaco;125,47
7798062545470;Agua Mineral Sin Gas Ser 2250 cc;Chaco;85,16
7798062543919;Agua Saborizada Manzana Brio 1.5 lt;Chaco;57,90
7798062543926;Agua Saborizada Naranja Brio 1.5 lt;Chaco;57,89
7798062543933;Agua Saborizada Pomelo Brio 1.5 lt;Chaco;61,38
7798062542097;Gaseosa Citrus Ser 500 cc;Chaco;61,57
7798062540819;Gaseosa Citrus Ser 2250 cc;Chaco;174,25
7798062542004;Gaseosa Limón Ser 500 cc;Chaco;64,52
7798062541946;Gaseosa Limón Ser 2250 cc;Chaco;183,32
7791337000698;Postrecito Dulce de Leche Serenito 100 gr;Chaco;no comercializa
7791337603325;Yogur Bebible Descremado Frutilla La Serenísima 900 gr;Chaco;no comercializa
7791337603318;Yogur Bebible Descremado Vainilla La Serenísima 900 gr;Chaco;no comercializa
7791337003569;Yogur Cremoso Descremado Frutilla La Serenísima 120 gr;Chaco;no comercializa
7791337004160;Yogur Cremoso Entero Con Cereales Yogurísimo 166 gr;Chaco;no comercializa
7791337004139;Yogur Cremoso Entero Natural Yogurísimo 190 gr;Chaco;no comercializa
7791337004061;Yogur Firme Descremado Frutilla Ser 190 gr;Chaco;no comercializa
7791337003620;Queso Untable Fortificado con Vitaminas Libre de Gluten Apto Celíaco Light Casancrem 200 gr;Chaco;no comercializa
7791337004450;Yogur Bebible Sachet Sabor Frutilla García 900 ml;Chaco;no comercializa
7791337004467;Yogur Bebible Sachet Sabor Vainilla García 900 ml;Chaco;no comercializa
7791337003613;Queso Crema Clásico Casancream 200 gr;Chaco;no comercializa
7791337060500;Yogur Danonino Yogur formula infantil bebible Danonino 100 gr;Chaco;no comercializa
7791337004481;Yogur Intantil Sabor Vainilla Garcia 140 gr;Chaco;no comercializa
EAN;Descripción;Provincia;Precio
7791337004511;Queso Crema Formato Familiar Garcia 290 gr;Chaco;no comercializa
7791337003323;Yogur Bebible Entero con Probióticos Bebible Yogurisimo 185 gr;Chaco;no comercializa
7791337603219;Yogur LS Clásico batido entero 120 g;Chaco;no comercializa
7791337004474;Yogur Garcia preformado sabor frutilla 140g;Chaco;no comercializa
7791337002272;Yogur Ser c/ Colchon Frut y Cereal 158gr;Chaco;no comercializa
7795323002123;Leche Infantil 2 La Serenísima Baby 200 ml;Chaco;63,65
7795323773504;Leche Infantil 4 La Serenísima Baby 200 ml;Chaco;62,49
7792799000073;Agua Mineral con Gas Eco de Los Andes 1.5 Lt;Chaco;71,30
7792931001050;Agua Mineralizada con Gas Glaciar 1.5 Lt;Chaco;76,03
7792799000905;Agua Mineral sin Gas Nestlé Pureza Vital 1.5 Lt;Chaco;63,98
7613287376947;Alimento para Gatitos Cat Chow 500 Gr;Chaco;215,23
7613037043693;y;Chaco;88,04
7613287171610;Café Dolca Suave Sobrecito 8G;Chaco;57,28
7613287290380;Café Instantáneo Tradición;Chaco;350,60
7891000288801;Cereales NESFIT Cereal Trad Sin Azucar 24x220g XW;Chaco;390,17
7613287149145;Cacao NESCAO PTST PlvChoc s/TACC 12x300g;Chaco;118,07
7792931000022;Agua Mineralizada sin Gas Glaciar 1,5 Lt;Chaco;81,69
7792799000011;Agua Mineral sin Gas Eco de Los Andes 500 Cc;Chaco;65,36
7613287530516;Leche Infantil 3 RTD Ecosorbete;Chaco;71,55
7613287427601;NESTUMMcer s/Azr GlobalPack 10x125gAR;Chaco;223,00
7613287377210;Alimento para Gatos Adultos Sabor Pescado Cat Chow 500 Gr;Chaco;251,42
8445290055866;Alimento para gatos GATI Salmon con Pollo 10x500g AR;Chaco;216,36
8445290094773;Alimento para perros DOGUI Adultos Todos los Tamaños 8x1kgAR;Chaco;245,00
8445290266460;Almento para perros DOG CHOW Adulto M/G SinCol 8x1kg AR;Chaco;466,00
7613287239822;Café NESCAFE DOLCA Cappuccino 96x12.5g AR;Chaco;55,00
7613287867841;Leche en polvo NIDO FortiGrow Prebioticos Sfpk12x400gAR;Chaco;468,00
7613287763464;Leche en polvo SVELTY Figura lata 12x370g;Chaco;498,60
7891000345399;Caldo Verdura Maggi 12 un;Chaco;70,48
7891000345344;Caldo Gallina Maggi 12 un;Chaco;70,48
8445290060952;Puré de Papas Chef 100 Gr;Chaco;115,00
7790790120257;Conserva de Arveja Secas Remojadas Inca 350 gr;Chaco;47,49
7790790124293;Lentejas Secas Remojadas en Lata Inca 350 gr;Chaco;76,58
7798111060909;Postrecito Chocolate Yatasto 100 gr;Chaco;41,69
7798111060916;Postrecito Vainilla Yatasto 100 gr;Chaco;41,69
7798111060978;Postrecito Dulce de Leche Yatasto 100 gr;Chaco;41,69
7798111060169;Yogur Bebible Descremado Frutilla Yatasto 1 lt;Chaco;108,20
7798111060190;Yogur Bebible Descremado Vainilla Yatasto 1 lt;Chaco;108,20
7790957000545;Alfajor Chocolate Jorgito 6 un;Chaco;173,34
7794906000273;Snacks Sabor Queso Sin Tacc Kapac 100 gr;Chaco;103,16
7794906000280;Snacks Sabor Pizza Sin Tacc Kapac 100 gr;Chaco;103,16
7794906000297;Snacks Sabor Jamón Ahumado Sin Tacc Kapac 100 gr;Chaco;103,16
7794906000242;Almidón de Maíz s/tacc Kapac 500 gr;Chaco;148,80
7791620002453;Ketchup Dánica 220 gr;Chaco;58,30
7791620001074;Margarina Con Vitamina A y D Delicia 500 gr;Chaco;237,43
7791620009810;Margarina Clásica Dánica 500 gr;Chaco;237,74
7791620001029;Margarina Clásica Delicia 200 gr;Chaco;109,03
7791620009827;Margarina Clásica Dánica Dorada 200 gr;Chaco;104,86
7794450002037;Vino Tinto Bonarda Syrah Varietales Europeos Valderrobles 700 cc;Chaco;166,50
7796953303123;Paté de Foie Clásico Bocatti 90 gr;Chaco;133,65
7791519200021;Preservativo Anatomico Prime 3 Un;Chaco;248,00
7791519200090;Preservativos Tachas Prime 3 Un;Chaco;248,00
7790064004023;Pañales Descartables P Estrella 30 un;Chaco;725,00
7790064004689;Quitaesmalte Hipoalargénico Botella Estrella 50 ml;Chaco;119,90
7790064104518;Jabón de Tocador Para Bebés Duerme Feliz Estrella Baby 75 gr;Chaco;112,20
7790064000247;Algodón Premium Estrella 150 gr;Chaco;319,95
7792280005662;Bizcochos Común Cachamai 180 gr;Chaco;64,77
7792280005679;Bizcochos Con Romero Cachamai 180 gr;Chaco;64,77
7792280005709;Yerba Mate Amarilla Cachamate 1 kg;Chaco;449,40
7798013100697;Salame Tandilero Tipo Fuet en Pieza Cagnoli 150 gr;Chaco;356,55
7798013106828;Salame Tandilero Tipo Milán Feteado Cagnoli 150 gr;Chaco;253,58
7891136052000;Aperitivo Bitter Campari 750 ml;Chaco;587,49
7798131200828;Aperitivo Americano Cinzano 950 ml;Chaco;413,10
7791200000510;Ginebra Bicentenario Bols 1 lt;Chaco;406,47
7791200000268;Licor Dulce de Leche Premium Bols 700 cc;Chaco;373,76
8480017134332;Algodón Hidrofilo Bonté 300 gr;Chaco;248,40
8480017134356;Hisopos Bonté 125 un;Chaco;125,99
7790522002844;Ñoquis Mendía 1 kg;Chaco;237,44
7790522117876;Ravioles Ricota Sumasa 500 gr;Chaco;118,75
7790522117890;Ravioles Pollo y Verdura Sumasa 500 gr;Chaco;118,75
7790522000031;Tapas de Pasteles Mendía 24 un;Chaco;88,17
7790522001694;Tapas de Tarta Pascualina Mediana Mendía 230 gr;Chaco;64,03
7790522118088;Tapas de Empandas Horno/Freir 300 gr;Chaco;103,79
7790522012188;Tapa de Tarta Pascualina Light 400 gr;Chaco;126,26
7793147001704;Cerveza Rubia Sol en Lata 473 Cc;Chaco;187,14
7793147570927;Cerveza En Lata Warsteiner 473 cc;Chaco;128,19
7793147570828;Cerveza Rubia Retornable Isenbeck 1 lt;Chaco;128,83
7793147570989;Cerveza Rubia Warsteiner 1 lt;Chaco;197,20
7793147001179;Cerveza Rubia Palermo 1 lt;Chaco;142,95
7790168002505;Vino Colon Syrah 750cc NR 1x6;Chaco;246,10
7794903231540;Alfajor Dulce De Leche. Caja X 6 Chammas 240gr;Chaco;353,88
7794903232165;Alfajor Chocolate Sin Tacc Yüka 50gr;Chaco;58,99
7794903232424;Alfajor Fruta Sol Serrano 40gr;Chaco;22,15
EAN;Descripción;Provincia;Precio
7794903232479;Caja De Alfajores Chocolate X 6 Sin Tacc Yüka 300gr;Chaco;322,70
7794903232417;SOL SERRANO ALFAJOR DULCE DE LECHE 40GR;Chaco;30,57
7794903232110;Caja de Conitos Sol Serrano x 6 unidades (3N y 3B) 228gr;Chaco;359,00
7794903232509;Caja de Alfajores Surtidos x 6 unidades 300gr;Chaco;350,00
7790606000315;Tapas de Tarta Hojaldre Doña Noly 2 un;Chaco;97,84
7791113003356;Mermelada Durazno Emeth 420 gr;Chaco;81,25
7791113003783;Mermelada Frutilla Emeth 420 gr;Chaco;92,47
7790616000503;Queso Port Salut Port Salut Light Vacalín 400 gr;Chaco;390,02
7790616000442;Queso Cremoso Cremoso Vacalín 400 gr;Chaco;336,09
7790710000102;Yerba Mate Con Hierbas Serranas Cbse 500 gr;Chaco;211,50
7792378001705;Alcohol Etílico MF 250 cc;Chaco;107,64
7896004005973;Copos de Maíz Con Azúcar Zucaritas 500 gr;Chaco;188,75
7798130460971;Vino Blanco Cuesta del Madero 750 ml;Chaco;199,02
7798130460964;Vino Tinto Cuesta del Madero 750 ml;Chaco;199,02
7791905001607;Lavandina Común Nis 1 lt;Chaco;62,55
7791905004400;Limpiador de Baño Odex 450 ml;Chaco;88,10
7791905004387;Limpiador de Cocina Odex 450 ml;Chaco;87,40
7791905003861;Jabón Líquido para Ropa Doypack Netic 800 ml;Chaco;151,70
7791905000426;Suavizante para Ropa Doypack Woody 900 ml;Chaco;92,20
7791905004363;Limpiador de Vidrios Odex 450 ml;Chaco;88,05
7791869000449;Tapas de Empanadas Criollas Signo de Oro 300 gr;Chaco;75,11
7791869000012;Tapas de Empanadas Horno Signo de Oro 300 gr;Chaco;77,04
7790903000018;Pan para Panchos X6 La Perla 230 gr;Chaco;93,91
7790903000100;Pan para Hamburguesas X4 La Perla 230 gr;Chaco;88,60
7790480008773;Mate Cocido En Saquitos La Tranquera 50 un;Chaco;134,82
7790480008261;Té En Saquitos Green Hills 50 un;Chaco;140,87
7790480008254;Té En Saquitos Green Hills 25 un;Chaco;75,92
7790480008285;Té En Saquitos Green Hills 100 un;Chaco;290,09
7790480008940;Champagne Extra Brut Federico Alvear 750 cc;Chaco;272,43
7794940000109;Edulcorante En Sobres Clásico Hileret 50 un;Chaco;94,37
7794940000116;Edulcorante En Sobres con Sacarina Hileret 100 un;Chaco;147,49
